left_index,left_wrist,left_knee,right_foot_symmetry,mouth_right,right_thumb,right_foot_index,left_shoulder_hand_distance,right_ankle,ankle_knee_distance_proportion,side,hip_alignment_slope_angle,left_ear,frame_id,knee_distance,right_shoulder,left_ankle,shoulder_hand_distance_difference,ankle_distance,pose_sa_values_left,femoral_values_right,right_eye,left_shoulder,ankle_knee_distance_proportion_3d,left_heel,right_pinky,sacroilliac_values_right,left_eye_inner,nose,left_foot_symmetry,left_eye,shoulder_alignment_slope_angle,pose_sa_values_right,right_hip,right_wrist,pose_ha_values_right,left_thumb,left_hip,left_foot_index,left_eye_outer,right_index,right_eye_outer,right_eye_inner,sacroilliac_values_left,left_elbow,right_ear,head_alignment_angle_difference,tibialis_values_left,right_knee,right_shoulder_hand_distance,tibialis_values_right,pose_ha_values_left,right_heel,right_elbow,femoral_values_left,mouth_left,left_pinky
"{'x': 0.656135618686676, 'y': 0.5104050636291504, 'z': -0.16999821364879608, 'visibility': 0.978058934211731}","{'x': 0.665268063545227, 'y': 0.4813392162322998, 'z': -0.08184174448251724, 'visibility': 0.9832409620285034}","{'x': 0.5940965414047241, 'y': 0.6156294345855713, 'z': 0.060997188091278076, 'visibility': 0.8309314846992493}",33.41,"{'x': 0.4813017249107361, 'y': 0.21754193305969238, 'z': -0.2501717805862427, 'visibility': 0.9998294115066528}","{'x': 0.3612171709537506, 'y': 0.500222384929657, 'z': -0.2708262801170349, 'visibility': 0.986900269985199}","{'x': 0.3878317177295685, 'y': 0.799354612827301, 'z': 0.13127781450748444, 'visibility': 0.8597175478935242}",252.87,"{'x': 0.4199267625808716, 'y': 0.749559223651886, 'z': 0.27444639801979065, 'visibility': 0.8729238510131836}",11.140563133776665,front,-1.41,"{'x': 0.5318080186843872, 'y': 0.19975963234901428, 'z': -0.14282310009002686, 'visibility': 0.9995736479759216}",0,114.73883387938018,"{'x': 0.3785456418991089, 'y': 0.2922378182411194, 'z': -0.049835506826639175, 'visibility': 0.9999666213989258}","{'x': 0.5986045002937317, 'y': 0.7366362810134888, 'z': 0.3024740219116211, 'visibility': 0.8058286905288696}",2.293668683513272,129.1239714383042,,,"{'x': 0.4751477539539337, 'y': 0.19220900535583496, 'z': -0.281916081905365, 'visibility': 0.9997187256813049}","{'x': 0.6116539239883423, 'y': 0.28637778759002686, 'z': -0.08897768706083298, 'visibility': 0.9999802112579346}",11.140565053499078,"{'x': 0.5911702513694763, 'y': 0.7479703426361084, 'z': 0.3134297728538513, 'visibility': 0.31698450446128845}","{'x': 0.34081998467445374, 'y': 0.5116163492202759, 'z': -0.28950178623199463, 'visibility': 0.9891079664230347}",,"{'x': 0.5058305859565735, 'y': 0.19283294677734375, 'z': -0.2817589044570923, 'visibility': 0.9994518160820007}","{'x': 0.4930965006351471, 'y': 0.2050914466381073, 'z': -0.30454501509666443, 'visibility': 0.9998140931129456}",13.3,"{'x': 0.5174573659896851, 'y': 0.1932169795036316, 'z': -0.282424658536911, 'visibility': 0.9993476271629333}",-1.44,,"{'x': 0.4414190649986267, 'y': 0.4862701892852783, 'z': 0.012124150060117245, 'visibility': 0.9999574422836304}","{'x': 0.3460563123226166, 'y': 0.4851359724998474, 'z': -0.2424607127904892, 'visibility': 0.9925644993782043}",,"{'x': 0.6489778757095337, 'y': 0.5007147192955017, 'z': -0.1048637107014656, 'visibility': 0.972038745880127}","{'x': 0.5687443614006042, 'y': 0.4831426739692688, 'z': -0.012718002311885357, 'visibility': 0.9999605417251587}","{'x': 0.6088959574699402, 'y': 0.791363000869751, 'z': 0.1484612673521042, 'visibility': 0.8147082924842834}","{'x': 0.5240005254745483, 'y': 0.19361916184425354, 'z': -0.2824309766292572, 'visibility': 0.9995508790016174}","{'x': 0.35258278250694275, 'y': 0.5102948546409607, 'z': -0.3448757827281952, 'visibility': 0.99024897813797}","{'x': 0.46730875968933105, 'y': 0.19226235151290894, 'z': -0.2822617292404175, 'visibility': 0.9997939467430115}","{'x': 0.48216933012008667, 'y': 0.19225409626960754, 'z': -0.2811856269836426, 'visibility': 0.9996846914291382}",,"{'x': 0.6386608481407166, 'y': 0.3900907635688782, 'z': -0.013014370575547218, 'visibility': 0.965840756893158}","{'x': 0.4550372362136841, 'y': 0.19825294613838196, 'z': -0.1379884034395218, 'visibility': 0.9994671940803528}",-6.127235514485553,,"{'x': 0.4348136782646179, 'y': 0.6258354783058167, 'z': 0.05382542684674263, 'visibility': 0.7905879616737366}",247.07,,,"{'x': 0.4312385618686676, 'y': 0.7626366019248962, 'z': 0.28840142488479614, 'visibility': 0.4266757071018219}","{'x': 0.35609114170074463, 'y': 0.3991028070449829, 'z': -0.07028418779373169, 'visibility': 0.9705407619476318}",,"{'x': 0.5063814520835876, 'y': 0.21878477931022644, 'z': -0.24734272062778473, 'visibility': 0.9997923970222473}","{'x': 0.6667948365211487, 'y': 0.5108581781387329, 'z': -0.1080114021897316, 'visibility': 0.9747162461280823}"
"{'x': 0.6573017835617065, 'y': 0.5091015100479126, 'z': -0.1713021695613861, 'visibility': 0.977280855178833}","{'x': 0.66605144739151, 'y': 0.4806725084781647, 'z': -0.08427943289279938, 'visibility': 0.9825747609138489}","{'x': 0.5941035747528076, 'y': 0.6151790022850037, 'z': 0.05614403262734413, 'visibility': 0.8301329016685486}",34.82,"{'x': 0.4821099042892456, 'y': 0.217542365193367, 'z': -0.23955665528774261, 'visibility': 0.9998258948326111}","{'x': 0.36121606826782227, 'y': 0.5013307332992554, 'z': -0.24466434121131897, 'visibility': 0.9861944317817688}","{'x': 0.3871404528617859, 'y': 0.7988258600234985, 'z': 0.12319266051054001, 'visibility': 0.860630214214325}",252.04,"{'x': 0.4200111925601959, 'y': 0.7495388388633728, 'z': 0.25904175639152527, 'visibility': 0.8730441331863403}",10.795576637718636,front,-1.6,"{'x': 0.532390832901001, 'y': 0.1997455209493637, 'z': -0.1392030417919159, 'visibility': 0.9995596408843994}",1,115.84903970253703,"{'x': 0.3788681924343109, 'y': 0.2922382056713104, 'z': -0.04983576014637947, 'visibility': 0.9999666213989258}","{'x': 0.5991218686103821, 'y': 0.7375924587249756, 'z': 0.2937251329421997, 'visibility': 0.8037753701210022}",1.9719092207586095,129.86916493148019,,,"{'x': 0.4756051301956177, 'y': 0.19229665398597717, 'z': -0.2690410017967224, 'visibility': 0.9997056722640991}","{'x': 0.6115635633468628, 'y': 0.2859789729118347, 'z': -0.0888860672712326, 'visibility': 0.9999802112579346}",10.7955794819224,"{'x': 0.5918338894844055, 'y': 0.7493979334831238, 'z': 0.30442512035369873, 'visibility': 0.31449806690216064}","{'x': 0.340902179479599, 'y': 0.5119606256484985, 'z': -0.25943171977996826, 'visibility': 0.9885184168815613}",,"{'x': 0.506481409072876, 'y': 0.19277876615524292, 'z': -0.2678426504135132, 'visibility': 0.999427318572998}","{'x': 0.4934554696083069, 'y': 0.20492903888225555, 'z': -0.2884088456630707, 'visibility': 0.9998047351837158}",11.51,"{'x': 0.5174588561058044, 'y': 0.1931498795747757, 'z': -0.26850661635398865, 'visibility': 0.999320387840271}",-1.54,,"{'x': 0.4413062632083893, 'y': 0.48627009987831116, 'z': 0.012104148045182228, 'visibility': 0.9999582767486572}","{'x': 0.3459421694278717, 'y': 0.4851340353488922, 'z': -0.2173454761505127, 'visibility': 0.9921184182167053}",,"{'x': 0.6497219204902649, 'y': 0.49966269731521606, 'z': -0.10685820132493973, 'visibility': 0.9710126519203186}","{'x': 0.5687126517295837, 'y': 0.4827064871788025, 'z': -0.012697459198534489, 'visibility': 0.9999614953994751}","{'x': 0.6077141761779785, 'y': 0.791671872138977, 'z': 0.1452576071023941, 'visibility': 0.8135666251182556}","{'x': 0.524966835975647, 'y': 0.1935575306415558, 'z': -0.2685137093067169, 'visibility': 0.9995335936546326}","{'x': 0.3525894582271576, 'y': 0.5113090872764587, 'z': -0.3143008351325989, 'visibility': 0.9896984696388245}","{'x': 0.4675549268722534, 'y': 0.19247929751873016, 'z': -0.269383043050766, 'visibility': 0.9997849464416504}","{'x': 0.4827970266342163, 'y': 0.19227473437786102, 'z': -0.26829802989959717, 'visibility': 0.9996697306632996}",,"{'x': 0.6386387944221497, 'y': 0.39005205035209656, 'z': -0.013138162903487682, 'visibility': 0.9646669626235962}","{'x': 0.4554316997528076, 'y': 0.19834499061107635, 'z': -0.1371159702539444, 'visibility': 0.9994487762451172}",-6.518442292828736,,"{'x': 0.4335080087184906, 'y': 0.6260502338409424, 'z': 0.046074528247117996, 'visibility': 0.791492223739624}",247.07,,,"{'x': 0.4316793978214264, 'y': 0.7626445293426514, 'z': 0.27269211411476135, 'visibility': 0.4280622899532318}","{'x': 0.35606616735458374, 'y': 0.3990823030471802, 'z': -0.06557043641805649, 'visibility': 0.9699991345405579}",,"{'x': 0.5073772668838501, 'y': 0.21862728893756866, 'z': -0.235465869307518, 'visibility': 0.9997884631156921}","{'x': 0.6687358617782593, 'y': 0.5098634362220764, 'z': -0.11042306572198868, 'visibility': 0.9738773107528687}"
"{'x': 0.6577505469322205, 'y': 0.5085234642028809, 'z': -0.17202059924602509, 'visibility': 0.9764032959938049}","{'x': 0.6665910482406616, 'y': 0.480337530374527, 'z': -0.08591068536043167, 'visibility': 0.9818127751350403}","{'x': 0.5941147208213806, 'y': 0.6148980855941772, 'z': 0.05363478511571884, 'visibility': 0.8286203742027283}",34.82,"{'x': 0.48283877968788147, 'y': 0.21757307648658752, 'z': -0.2336292415857315, 'visibility': 0.9998220801353455}","{'x': 0.36121469736099243, 'y': 0.5020220279693604, 'z': -0.2350827157497406, 'visibility': 0.9854821562767029}","{'x': 0.3867444396018982, 'y': 0.7985122203826904, 'z': 0.11892952024936676, 'visibility': 0.8610107898712158}",252.04,"{'x': 0.42006993293762207, 'y': 0.74952632188797, 'z': 0.2515852451324463, 'visibility': 0.8726210594177246}",10.031166048172624,front,-1.71,"{'x': 0.5327898859977722, 'y': 0.1997440904378891, 'z': -0.1362638622522354, 'visibility': 0.9995453953742981}",2,116.84177335182824,"{'x': 0.3790058493614197, 'y': 0.2922512888908386, 'z': -0.04975638538599014, 'visibility': 0.9999666213989258}","{'x': 0.5994608402252197, 'y': 0.7382329106330872, 'z': 0.28982245922088623, 'visibility': 0.8009036183357239}",1.9719092207586095,129.86916493148019,,,"{'x': 0.4759485125541687, 'y': 0.19239966571331024, 'z': -0.2623711824417114, 'visibility': 0.9996921420097351}","{'x': 0.6115292310714722, 'y': 0.28580421209335327, 'z': -0.08878571540117264, 'visibility': 0.9999802112579346}",10.03116945306509,"{'x': 0.5922685265541077, 'y': 0.7503356337547302, 'z': 0.3005015254020691, 'visibility': 0.311420738697052}","{'x': 0.3409667909145355, 'y': 0.5122503042221069, 'z': -0.24901004135608673, 'visibility': 0.9879294037818909}",,"{'x': 0.5069878101348877, 'y': 0.19275814294815063, 'z': -0.2608846426010132, 'visibility': 0.9994023442268372}","{'x': 0.4938599765300751, 'y': 0.20487865805625916, 'z': -0.28082454204559326, 'visibility': 0.9997949004173279}",10.68,"{'x': 0.5174680352210999, 'y': 0.19311942160129547, 'z': -0.26155006885528564, 'visibility': 0.9992921948432922}",-1.59,,"{'x': 0.4412035346031189, 'y': 0.48627281188964844, 'z': 0.01210235059261322, 'visibility': 0.9999590516090393}","{'x': 0.3458395004272461, 'y': 0.48513898253440857, 'z': -0.20804975926876068, 'visibility': 0.9916654229164124}",,"{'x': 0.65008944272995, 'y': 0.4991590976715088, 'z': -0.1081378161907196, 'visibility': 0.9698584675788879}","{'x': 0.5686920285224915, 'y': 0.4824632704257965, 'z': -0.0126955546438694, 'visibility': 0.9999623894691467}","{'x': 0.6069412231445312, 'y': 0.7919208407402039, 'z': 0.14433206617832184, 'visibility': 0.8117275834083557}","{'x': 0.5256742238998413, 'y': 0.1935299038887024, 'z': -0.2615584433078766, 'visibility': 0.999515950679779}","{'x': 0.3525960147380829, 'y': 0.5119553208351135, 'z': -0.30362769961357117, 'visibility': 0.9891492128372192}","{'x': 0.4677209258079529, 'y': 0.19269748032093048, 'z': -0.26271235942840576, 'visibility': 0.9997757077217102}","{'x': 0.4832826256752014, 'y': 0.19231103360652924, 'z': -0.2616247534751892, 'visibility': 0.9996544122695923}",,"{'x': 0.6386261582374573, 'y': 0.39002227783203125, 'z': -0.01344133447855711, 'visibility': 0.963306725025177}","{'x': 0.4556296765804291, 'y': 0.1984674632549286, 'z': -0.13595281541347504, 'visibility': 0.9994297623634338}",-6.887083056531354,,"{'x': 0.43265384435653687, 'y': 0.6262003183364868, 'z': 0.04138154909014702, 'visibility': 0.7915388941764832}",247.07,,,"{'x': 0.4318791329860687, 'y': 0.7626506686210632, 'z': 0.2651664614677429, 'visibility': 0.42863109707832336}","{'x': 0.3560163378715515, 'y': 0.39908960461616516, 'z': -0.06258765608072281, 'visibility': 0.9693397283554077}",,"{'x': 0.5081447958946228, 'y': 0.21856501698493958, 'z': -0.22914265096187592, 'visibility': 0.9997841715812683}","{'x': 0.6695722937583923, 'y': 0.5094379186630249, 'z': -0.11195345222949982, 'visibility': 0.9729272723197937}"
"{'x': 0.6578994393348694, 'y': 0.5081650018692017, 'z': -0.17247824370861053, 'visibility': 0.9757221341133118}","{'x': 0.6668870449066162, 'y': 0.48013561964035034, 'z': -0.08653388917446136, 'visibility': 0.9812265634536743}","{'x': 0.5941155552864075, 'y': 0.6147388219833374, 'z': 0.052851878106594086, 'visibility': 0.829194188117981}",36.25,"{'x': 0.4835926592350006, 'y': 0.21757948398590088, 'z': -0.23324957489967346, 'visibility': 0.9998210668563843}","{'x': 0.3612094819545746, 'y': 0.5025688409805298, 'z': -0.23686829209327698, 'visibility': 0.9849478602409363}","{'x': 0.38638606667518616, 'y': 0.7983940839767456, 'z': 0.11482797563076019, 'visibility': 0.8623986840248108}",252.19,"{'x': 0.4201045036315918, 'y': 0.7495201826095581, 'z': 0.2477664053440094, 'visibility': 0.8734787702560425}",9.09377079884674,front,-1.82,"{'x': 0.5331154465675354, 'y': 0.1997249573469162, 'z': -0.1355883926153183, 'visibility': 0.9995394349098206}",3,117.957619508025,"{'x': 0.3790932595729828, 'y': 0.2922593355178833, 'z': -0.04992343485355377, 'visibility': 0.9999667406082153}","{'x': 0.59968101978302, 'y': 0.7386970520019531, 'z': 0.2892211377620697, 'visibility': 0.8004541397094727}",1.5980015068004287,129.75746606650424,,,"{'x': 0.4763762652873993, 'y': 0.19245244562625885, 'z': -0.2620590329170227, 'visibility': 0.9996849298477173}","{'x': 0.6114725470542908, 'y': 0.2855870723724365, 'z': -0.08877591788768768, 'visibility': 0.9999803304672241}",9.093774638896598,"{'x': 0.5925832390785217, 'y': 0.7509936094284058, 'z': 0.29993873834609985, 'visibility': 0.31046751141548157}","{'x': 0.34103161096572876, 'y': 0.5125195980072021, 'z': -0.2514452338218689, 'visibility': 0.9874933958053589}",,"{'x': 0.5074511766433716, 'y': 0.1927124410867691, 'z': -0.2604750394821167, 'visibility': 0.9993893504142761}","{'x': 0.4944430887699127, 'y': 0.20475971698760986, 'z': -0.2806134819984436, 'visibility': 0.9997893571853638}",10.89,"{'x': 0.5175288915634155, 'y': 0.19305609166622162, 'z': -0.2611396014690399, 'visibility': 0.9992782473564148}",-1.64,,"{'x': 0.44112709164619446, 'y': 0.4862707257270813, 'z': 0.012043925002217293, 'visibility': 0.9999598264694214}","{'x': 0.34579163789749146, 'y': 0.48517006635665894, 'z': -0.20967848598957062, 'visibility': 0.9913357496261597}",,"{'x': 0.6502474546432495, 'y': 0.49884405732154846, 'z': -0.1087261438369751, 'visibility': 0.968957245349884}","{'x': 0.5686907172203064, 'y': 0.4822083115577698, 'z': -0.012637286446988583, 'visibility': 0.9999632239341736}","{'x': 0.6064191460609436, 'y': 0.7921242117881775, 'z': 0.14390525221824646, 'visibility': 0.8117535710334778}","{'x': 0.5263088941574097, 'y': 0.1934686005115509, 'z': -0.2611483037471771, 'visibility': 0.9995073676109314}","{'x': 0.35259705781936646, 'y': 0.5124589800834656, 'z': -0.30616268515586853, 'visibility': 0.9887394905090332}","{'x': 0.4679667055606842, 'y': 0.19283325970172882, 'z': -0.26240018010139465, 'visibility': 0.9997707605361938}","{'x': 0.4837721586227417, 'y': 0.19232237339019775, 'z': -0.26131346821784973, 'visibility': 0.9996463060379028}",,"{'x': 0.6385796666145325, 'y': 0.3899978697299957, 'z': -0.013485917821526527, 'visibility': 0.9622884392738342}","{'x': 0.45583978295326233, 'y': 0.1985575556755066, 'z': -0.13593336939811707, 'visibility': 0.9994211792945862}",-6.887083056531354,,"{'x': 0.43193867802619934, 'y': 0.626307487487793, 'z': 0.037210676819086075, 'visibility': 0.7940312027931213}",248.16,,,"{'x': 0.4319712817668915, 'y': 0.7626543641090393, 'z': 0.2614428699016571, 'visibility': 0.430927574634552}","{'x': 0.3560025990009308, 'y': 0.3991263806819916, 'z': -0.062304697930812836, 'visibility': 0.9690369367599487}",,"{'x': 0.5089119672775269, 'y': 0.21845674514770508, 'z': -0.22861306369304657, 'visibility': 0.9997832179069519}","{'x': 0.6698856353759766, 'y': 0.5091999173164368, 'z': -0.1125238835811615, 'visibility': 0.972196102142334}"
"{'x': 0.6579391360282898, 'y': 0.5079588294029236, 'z': -0.1721218377351761, 'visibility': 0.9748942852020264}","{'x': 0.6670882701873779, 'y': 0.48001521825790405, 'z': -0.08648987859487534, 'visibility': 0.9805077314376831}","{'x': 0.594118058681488, 'y': 0.6146334409713745, 'z': 0.05226139351725578, 'visibility': 0.8288979530334473}",37.07,"{'x': 0.484152227640152, 'y': 0.21757307648658752, 'z': -0.23102259635925293, 'visibility': 0.9998180866241455}","{'x': 0.36117833852767944, 'y': 0.502945601940155, 'z': -0.23492732644081116, 'visibility': 0.9843564033508301}","{'x': 0.3859989047050476, 'y': 0.7982821464538574, 'z': 0.11278633773326874, 'visibility': 0.8629059195518494}",252.19,"{'x': 0.4201071560382843, 'y': 0.7495123147964478, 'z': 0.24492409825325012, 'visibility': 0.8736857175827026}",9.09377079884674,front,-1.92,"{'x': 0.5334101319313049, 'y': 0.19970792531967163, 'z': -0.13391754031181335, 'visibility': 0.9995273351669312}",4,117.957619508025,"{'x': 0.3791522979736328, 'y': 0.2922687828540802, 'z': -0.05000269040465355, 'visibility': 0.9999667406082153}","{'x': 0.5999003052711487, 'y': 0.7389956712722778, 'z': 0.2881792187690735, 'visibility': 0.7993351817131042}",1.5980015068004287,129.75746606650424,,,"{'x': 0.47680220007896423, 'y': 0.19247207045555115, 'z': -0.25951915979385376, 'visibility': 0.9996729493141174}","{'x': 0.6114287972450256, 'y': 0.28543704748153687, 'z': -0.08834581077098846, 'visibility': 0.9999803900718689}",9.093774720179514,"{'x': 0.5929256677627563, 'y': 0.7513601779937744, 'z': 0.2988957464694977, 'visibility': 0.3084653317928314}","{'x': 0.34105947613716125, 'y': 0.5127291083335876, 'z': -0.2493080198764801, 'visibility': 0.987004280090332}",,"{'x': 0.5077897310256958, 'y': 0.19264423847198486, 'z': -0.25768086314201355, 'visibility': 0.9993666410446167}","{'x': 0.494887113571167, 'y': 0.20459263026714325, 'z': -0.27768248319625854, 'visibility': 0.9997805953025818}",10.68,"{'x': 0.5175839066505432, 'y': 0.19297097623348236, 'z': -0.25834396481513977, 'visibility': 0.9992531538009644}",-1.68,,"{'x': 0.4410550892353058, 'y': 0.4862673878669739, 'z': 0.011925109662115574, 'visibility': 0.9999604225158691}","{'x': 0.34573817253112793, 'y': 0.48519739508628845, 'z': -0.207871675491333, 'visibility': 0.9909682273864746}",,"{'x': 0.6503167748451233, 'y': 0.49864083528518677, 'z': -0.10861650109291077, 'visibility': 0.9678822755813599}","{'x': 0.5686972141265869, 'y': 0.4819992184638977, 'z': -0.01251774001866579, 'visibility': 0.9999638795852661}","{'x': 0.606051504611969, 'y': 0.7923483848571777, 'z': 0.14342181384563446, 'visibility': 0.8108363747596741}","{'x': 0.526764988899231, 'y': 0.19338680803775787, 'z': -0.25835341215133667, 'visibility': 0.9994912147521973}","{'x': 0.3525853157043457, 'y': 0.5128338932991028, 'z': -0.3038412928581238, 'visibility': 0.9882802367210388}","{'x': 0.46826857328414917, 'y': 0.1928967386484146, 'z': -0.2598631680011749, 'visibility': 0.9997624754905701}","{'x': 0.4841776490211487, 'y': 0.1923237144947052, 'z': -0.25877293944358826, 'visibility': 0.9996326565742493}",,"{'x': 0.6385347843170166, 'y': 0.3899848759174347, 'z': -0.013180582784116268, 'visibility': 0.9610377550125122}","{'x': 0.45611199736595154, 'y': 0.19860145449638367, 'z': -0.13555245101451874, 'visibility': 0.999405562877655}",-7.282722595966243,,"{'x': 0.4312882423400879, 'y': 0.6265288591384888, 'z': 0.033665724098682404, 'visibility': 0.795633852481842}",248.16,,,"{'x': 0.4319761395454407, 'y': 0.7626477479934692, 'z': 0.25876957178115845, 'visibility': 0.43157315254211426}","{'x': 0.35598984360694885, 'y': 0.3991667330265045, 'z': -0.0618208684027195, 'visibility': 0.9686146378517151}",,"{'x': 0.5094630122184753, 'y': 0.2183062732219696, 'z': -0.22605694830417633, 'visibility': 0.9997798204421997}","{'x': 0.6700178980827332, 'y': 0.5090762376785278, 'z': -0.11234825104475021, 'visibility': 0.9713011980056763}"
"{'x': 0.6581236720085144, 'y': 0.5078381299972534, 'z': -0.17233744263648987, 'visibility': 0.9744040966033936}","{'x': 0.6673208475112915, 'y': 0.4798848032951355, 'z': -0.08666558563709259, 'visibility': 0.9800881147384644}","{'x': 0.5941193699836731, 'y': 0.6145768761634827, 'z': 0.05102596804499626, 'visibility': 0.8301308155059814}",37.07,"{'x': 0.4842529296875, 'y': 0.21755020320415497, 'z': -0.23014205694198608, 'visibility': 0.9998180270195007}","{'x': 0.3612062633037567, 'y': 0.503105103969574, 'z': -0.23403818905353546, 'visibility': 0.9838152527809143}","{'x': 0.38570111989974976, 'y': 0.7982754111289978, 'z': 0.11124101281166077, 'visibility': 0.8638730049133301}",252.19,"{'x': 0.42011091113090515, 'y': 0.7495115399360657, 'z': 0.24357475340366364, 'visibility': 0.8745940923690796}",9.613156514960988,front,-1.97,"{'x': 0.5336260199546814, 'y': 0.1996849924325943, 'z': -0.1325269341468811, 'visibility': 0.999525785446167}",5,118.0889495253472,"{'x': 0.3792102336883545, 'y': 0.29226988554000854, 'z': -0.04947542026638985, 'visibility': 0.9999666810035706}","{'x': 0.6002044677734375, 'y': 0.7392913699150085, 'z': 0.28692197799682617, 'visibility': 0.7994368672370911}",1.558348863951785,130.64838307457157,,,"{'x': 0.4768616557121277, 'y': 0.19249077141284943, 'z': -0.25851714611053467, 'visibility': 0.9996687769889832}","{'x': 0.6114118099212646, 'y': 0.28527161478996277, 'z': -0.0877288430929184, 'visibility': 0.9999805092811584}",9.613160449540164,"{'x': 0.5934193730354309, 'y': 0.7517479658126831, 'z': 0.2976481020450592, 'visibility': 0.30738067626953125}","{'x': 0.3411625027656555, 'y': 0.5128450989723206, 'z': -0.2486647516489029, 'visibility': 0.9865456223487854}",,"{'x': 0.5079214572906494, 'y': 0.1925622522830963, 'z': -0.2568720877170563, 'visibility': 0.999359667301178}","{'x': 0.4949323534965515, 'y': 0.20446589589118958, 'z': -0.2772339880466461, 'visibility': 0.9997772574424744}",9.82,"{'x': 0.5175845623016357, 'y': 0.19287927448749542, 'z': -0.257533997297287, 'visibility': 0.9992464184761047}",-1.73,,"{'x': 0.4410216510295868, 'y': 0.4862673878669739, 'z': 0.011914931237697601, 'visibility': 0.9999610781669617}","{'x': 0.34573352336883545, 'y': 0.4852035641670227, 'z': -0.2068709284067154, 'visibility': 0.9906247854232788}",,"{'x': 0.650538444519043, 'y': 0.49854931235313416, 'z': -0.10881723463535309, 'visibility': 0.9672527313232422}","{'x': 0.5687052607536316, 'y': 0.4818708300590515, 'z': -0.012507678009569645, 'visibility': 0.9999645948410034}","{'x': 0.6056967377662659, 'y': 0.7926472425460815, 'z': 0.14230261743068695, 'visibility': 0.8106614351272583}","{'x': 0.526945173740387, 'y': 0.19330456852912903, 'z': -0.25754424929618835, 'visibility': 0.9994872212409973}","{'x': 0.35263335704803467, 'y': 0.5129879713058472, 'z': -0.3032746911048889, 'visibility': 0.9878478646278381}","{'x': 0.4683142304420471, 'y': 0.19295386970043182, 'z': -0.25886163115501404, 'visibility': 0.9997594952583313}","{'x': 0.48427730798721313, 'y': 0.19232487678527832, 'z': -0.25777149200439453, 'visibility': 0.9996280670166016}",,"{'x': 0.6385319828987122, 'y': 0.38996297121047974, 'z': -0.012971009127795696, 'visibility': 0.960394024848938}","{'x': 0.45628005266189575, 'y': 0.19864103198051453, 'z': -0.13407938182353973, 'visibility': 0.9994014501571655}",-6.942642571660948,,"{'x': 0.43092986941337585, 'y': 0.6267385482788086, 'z': 0.03310885280370712, 'visibility': 0.7984327077865601}",248.26,,,"{'x': 0.43197834491729736, 'y': 0.762651801109314, 'z': 0.25729990005493164, 'visibility': 0.43333902955055237}","{'x': 0.35598665475845337, 'y': 0.3991665840148926, 'z': -0.06015988066792488, 'visibility': 0.9682468771934509}",,"{'x': 0.5096826553344727, 'y': 0.21820275485515594, 'z': -0.22540347278118134, 'visibility': 0.9997802376747131}","{'x': 0.6702391505241394, 'y': 0.5089565515518188, 'z': -0.11253891885280609, 'visibility': 0.9707828760147095}"
